coin,timeframe,period,bars,st1_period,st1_mult,st2_period,st2_mult,settings,sl,rr,target,risk,num_trades,win_rate,total_net_profit,ending_capital,return_pct,max_drawdown_pct,profit_factor,expectancy,avg_win,avg_loss,exposure_pct
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,10,4.0,12,3.5,"ST1(10,4.0)+ST2(12,3.5)",1.5%,1:3,4.5%,1%,75,37.33,-205.24,9794.76,-2.05,9.49,0.93,-2.74,99.43,-63.6,67.19
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,12,3.5,10,4.0,"ST1(12,3.5)+ST2(10,4.0)",1.5%,1:3,4.5%,1%,75,37.33,-205.24,9794.76,-2.05,9.49,0.93,-2.74,99.43,-63.6,67.19
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,14,2.0,7,4.0,"ST1(14,2.0)+ST2(7,4.0)",1.5%,1:3,4.5%,1%,81,40.74,-207.45,9792.55,-2.07,10.77,0.93,-2.56,89.98,-66.19,72.62
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,7,4.0,14,2.0,"ST1(7,4.0)+ST2(14,2.0)",1.5%,1:3,4.5%,1%,81,40.74,-207.45,9792.55,-2.07,10.77,0.93,-2.56,89.98,-66.19,72.62
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,14,3.5,10,3.5,"ST1(14,3.5)+ST2(10,3.5)",1.5%,1:3,4.5%,1%,85,42.35,-207.75,9792.25,-2.08,9.6,0.94,-2.44,87.8,-68.75,81.89
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,10,3.5,14,3.5,"ST1(10,3.5)+ST2(14,3.5)",1.5%,1:3,4.5%,1%,85,42.35,-207.75,9792.25,-2.08,9.6,0.94,-2.44,87.8,-68.75,81.89
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,3.5,12,4.0,"ST1(7,3.5)+ST2(12,4.0)",1.5%,1:3,4.5%,1%,76,38.16,-208.71,9791.29,-2.09,9.36,0.93,-2.75,97.4,-64.53,69.73
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,12,4.0,7,3.5,"ST1(12,4.0)+ST2(7,3.5)",1.5%,1:3,4.5%,1%,76,38.16,-208.71,9791.29,-2.09,9.36,0.93,-2.75,97.4,-64.53,69.73
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,12,3.5,7,2.0,"ST1(12,3.5)+ST2(7,2.0)",1.5%,1:3,4.5%,1%,69,37.68,-208.82,9791.18,-2.09,8.57,0.92,-3.03,93.45,-61.36,58.06
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,2.0,12,3.5,"ST1(7,2.0)+ST2(12,3.5)",1.5%,1:3,4.5%,1%,69,37.68,-208.82,9791.18,-2.09,8.57,0.92,-3.03,93.45,-61.36,58.06
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,10,2.0,12,4.0,"ST1(10,2.0)+ST2(12,4.0)",1.5%,1:3,4.5%,1%,66,37.88,-209.33,9790.67,-2.09,10.19,0.92,-3.17,97.68,-64.67,52.39
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,12,4.0,10,2.0,"ST1(12,4.0)+ST2(10,2.0)",1.5%,1:3,4.5%,1%,66,37.88,-209.33,9790.67,-2.09,10.19,0.92,-3.17,97.68,-64.67,52.39
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,14,3.0,14,3.5,"ST1(14,3.0)+ST2(14,3.5)",1.5%,1:3,4.5%,1%,106,38.68,-213.33,9786.67,-2.13,14.59,0.96,-2.01,124.17,-81.61,73.91
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,14,3.5,14,3.0,"ST1(14,3.5)+ST2(14,3.0)",1.5%,1:3,4.5%,1%,106,38.68,-213.33,9786.67,-2.13,14.59,0.96,-2.01,124.17,-81.61,73.91
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,14,2.0,7,4.0,"ST1(14,2.0)+ST2(7,4.0)",1.5%,1:3,4.5%,1%,99,41.41,-213.84,9786.16,-2.14,11.9,0.95,-2.16,110.66,-81.91,67.89
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,7,4.0,14,2.0,"ST1(7,4.0)+ST2(14,2.0)",1.5%,1:3,4.5%,1%,99,41.41,-213.84,9786.16,-2.14,11.9,0.95,-2.16,110.66,-81.91,67.89
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,12,3.0,7,3.0,"ST1(12,3.0)+ST2(7,3.0)",1.5%,1:3,4.5%,1%,108,39.81,-217.91,9782.09,-2.18,14.52,0.96,-2.02,120.11,-82.81,75.84
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,7,3.0,12,3.0,"ST1(7,3.0)+ST2(12,3.0)",1.5%,1:3,4.5%,1%,108,39.81,-217.91,9782.09,-2.18,14.52,0.96,-2.02,120.11,-82.81,75.84
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,7,3.5,10,3.0,"ST1(7,3.5)+ST2(10,3.0)",1.5%,1:3,4.5%,1%,107,40.19,-220.97,9779.03,-2.21,14.13,0.96,-2.07,115.31,-80.93,75.58
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,10,3.0,7,3.5,"ST1(10,3.0)+ST2(7,3.5)",1.5%,1:3,4.5%,1%,107,40.19,-220.97,9779.03,-2.21,14.13,0.96,-2.07,115.31,-80.93,75.58
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,3.5,7,4.0,"ST1(7,3.5)+ST2(7,4.0)",1.5%,1:3,4.5%,1%,77,37.66,-222.88,9777.12,-2.23,9.83,0.93,-2.89,96.87,-63.17,70.25
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,4.0,7,3.5,"ST1(7,4.0)+ST2(7,3.5)",1.5%,1:3,4.5%,1%,77,37.66,-222.88,9777.12,-2.23,9.83,0.93,-2.89,96.87,-63.17,70.25
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,14,2.0,14,3.5,"ST1(14,2.0)+ST2(14,3.5)",1.5%,1:3,4.5%,1%,68,38.24,-225.63,9774.37,-2.26,8.98,0.92,-3.32,101.49,-68.2,57.65
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,14,3.5,14,2.0,"ST1(14,3.5)+ST2(14,2.0)",1.5%,1:3,4.5%,1%,68,38.24,-225.63,9774.37,-2.26,8.98,0.92,-3.32,101.49,-68.2,57.65
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,4.0,7,3.0,"ST1(7,4.0)+ST2(7,3.0)",1.5%,1:3,4.5%,1%,73,38.36,-229.47,9770.53,-2.29,9.67,0.92,-3.14,95.93,-64.79,65.1
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,3.0,7,4.0,"ST1(7,3.0)+ST2(7,4.0)",1.5%,1:3,4.5%,1%,73,38.36,-229.47,9770.53,-2.29,9.67,0.92,-3.14,95.93,-64.79,65.1
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,10,4.0,12,4.0,"ST1(10,4.0)+ST2(12,4.0)",1.5%,1:3,4.5%,1%,109,41.28,-231.01,9768.99,-2.31,12.96,0.96,-2.12,115.0,-84.47,78.65
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,12,4.0,10,4.0,"ST1(12,4.0)+ST2(10,4.0)",1.5%,1:3,4.5%,1%,109,41.28,-231.01,9768.99,-2.31,12.96,0.96,-2.12,115.0,-84.47,78.65
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,10,3.0,7,3.0,"ST1(10,3.0)+ST2(7,3.0)",1.5%,1:3,4.5%,1%,110,40.0,-232.25,9767.75,-2.32,14.24,0.96,-2.11,120.39,-83.78,75.93
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,7,3.0,10,3.0,"ST1(7,3.0)+ST2(10,3.0)",1.5%,1:3,4.5%,1%,110,40.0,-232.25,9767.75,-2.32,14.24,0.96,-2.11,120.39,-83.78,75.93
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,14,3.5,12,3.5,"ST1(14,3.5)+ST2(12,3.5)",1.5%,1:3,4.5%,1%,86,41.86,-233.92,9766.08,-2.34,9.84,0.93,-2.72,87.74,-67.85,84.01
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,12,3.5,14,3.5,"ST1(12,3.5)+ST2(14,3.5)",1.5%,1:3,4.5%,1%,86,41.86,-233.92,9766.08,-2.34,9.84,0.93,-2.72,87.74,-67.85,84.01
ETH/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,12,2.0,14,3.0,"ST1(12,2.0)+ST2(14,3.0)",1.5%,1:3,4.5%,1%,74,35.14,-240.52,9759.48,-2.41,9.55,0.93,-3.25,116.47,-68.1,60.68
ETH/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,14,3.0,12,2.0,"ST1(14,3.0)+ST2(12,2.0)",1.5%,1:3,4.5%,1%,74,35.14,-240.52,9759.48,-2.41,9.55,0.93,-3.25,116.47,-68.1,60.68
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,14,2.0,12,4.0,"ST1(14,2.0)+ST2(12,4.0)",1.5%,1:3,4.5%,1%,65,38.46,-242.87,9757.13,-2.43,10.19,0.91,-3.74,97.31,-66.89,53.95
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,12,4.0,14,2.0,"ST1(12,4.0)+ST2(14,2.0)",1.5%,1:3,4.5%,1%,65,38.46,-242.87,9757.13,-2.43,10.19,0.91,-3.74,97.31,-66.89,53.95
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,12,4.0,14,4.0,"ST1(12,4.0)+ST2(14,4.0)",1.5%,1:3,4.5%,1%,76,36.84,-244.49,9755.51,-2.44,9.9,0.92,-3.22,98.62,-62.62,69.8
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,14,4.0,12,4.0,"ST1(14,4.0)+ST2(12,4.0)",1.5%,1:3,4.5%,1%,76,36.84,-244.49,9755.51,-2.44,9.9,0.92,-3.22,98.62,-62.62,69.8
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,10,4.0,14,4.0,"ST1(10,4.0)+ST2(14,4.0)",1.5%,1:3,4.5%,1%,85,44.71,-245.67,9754.33,-2.46,9.38,0.93,-2.89,80.35,-70.19,83.75
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,14,4.0,10,4.0,"ST1(14,4.0)+ST2(10,4.0)",1.5%,1:3,4.5%,1%,85,44.71,-245.67,9754.33,-2.46,9.38,0.93,-2.89,80.35,-70.19,83.75
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,12,2.0,14,3.5,"ST1(12,2.0)+ST2(14,3.5)",1.5%,1:3,4.5%,1%,68,38.24,-253.96,9746.04,-2.54,8.98,0.91,-3.73,100.13,-68.03,56.46
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,14,3.5,12,2.0,"ST1(14,3.5)+ST2(12,2.0)",1.5%,1:3,4.5%,1%,68,38.24,-253.96,9746.04,-2.54,8.98,0.91,-3.73,100.13,-68.03,56.46
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,10,3.5,12,2.0,"ST1(10,3.5)+ST2(12,2.0)",1.5%,1:3,4.5%,1%,82,40.24,-257.0,9743.0,-2.57,9.4,0.92,-3.13,88.1,-64.58,74.09
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,12,2.0,10,3.5,"ST1(12,2.0)+ST2(10,3.5)",1.5%,1:3,4.5%,1%,82,40.24,-257.0,9743.0,-2.57,9.4,0.92,-3.13,88.1,-64.58,74.09
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,12,3.5,12,2.0,"ST1(12,3.5)+ST2(12,2.0)",1.5%,1:3,4.5%,1%,82,40.24,-257.71,9742.29,-2.58,9.4,0.92,-3.14,88.1,-64.59,75.1
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,12,2.0,12,3.5,"ST1(12,2.0)+ST2(12,3.5)",1.5%,1:3,4.5%,1%,82,40.24,-257.71,9742.29,-2.58,9.4,0.92,-3.14,88.1,-64.59,75.1
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,14,4.0,10,2.0,"ST1(14,4.0)+ST2(10,2.0)",1.5%,1:3,4.5%,1%,66,37.88,-258.13,9741.87,-2.58,10.31,0.9,-3.91,96.65,-65.23,51.48
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,10,2.0,14,4.0,"ST1(10,2.0)+ST2(14,4.0)",1.5%,1:3,4.5%,1%,66,37.88,-258.13,9741.87,-2.58,10.31,0.9,-3.91,96.65,-65.23,51.48
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,14,3.5,7,3.5,"ST1(14,3.5)+ST2(7,3.5)",1.5%,1:3,4.5%,1%,86,41.86,-265.19,9734.81,-2.65,9.82,0.92,-3.08,86.56,-67.63,83.05
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,7,3.5,14,3.5,"ST1(7,3.5)+ST2(14,3.5)",1.5%,1:3,4.5%,1%,86,41.86,-265.19,9734.81,-2.65,9.82,0.92,-3.08,86.56,-67.63,83.05
ETH/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,10,3.0,12,2.0,"ST1(10,3.0)+ST2(12,2.0)",1.5%,1:3,4.5%,1%,75,36.0,-266.64,9733.36,-2.67,10.21,0.92,-3.56,113.26,-69.27,59.67
ETH/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,12,2.0,10,3.0,"ST1(12,2.0)+ST2(10,3.0)",1.5%,1:3,4.5%,1%,75,36.0,-266.64,9733.36,-2.67,10.21,0.92,-3.56,113.26,-69.27,59.67
ETH/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,14,2.0,14,3.0,"ST1(14,2.0)+ST2(14,3.0)",1.5%,1:3,4.5%,1%,74,35.14,-266.75,9733.25,-2.67,9.67,0.92,-3.6,116.14,-68.47,62.31
ETH/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,14,3.0,14,2.0,"ST1(14,3.0)+ST2(14,2.0)",1.5%,1:3,4.5%,1%,74,35.14,-266.75,9733.25,-2.67,9.67,0.92,-3.6,116.14,-68.47,62.31
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,12,3.0,14,3.5,"ST1(12,3.0)+ST2(14,3.5)",1.5%,1:3,4.5%,1%,86,41.86,-267.37,9732.63,-2.67,7.99,0.92,-3.11,85.25,-66.73,82.36
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,14,3.5,12,3.0,"ST1(14,3.5)+ST2(12,3.0)",1.5%,1:3,4.5%,1%,86,41.86,-267.37,9732.63,-2.67,7.99,0.92,-3.11,85.25,-66.73,82.36
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,10,2.0,7,3.0,"ST1(10,2.0)+ST2(7,3.0)",1.5%,1:3,4.5%,1%,72,36.11,-269.26,9730.74,-2.69,8.76,0.9,-3.74,95.01,-59.56,58.48
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,3.0,10,2.0,"ST1(7,3.0)+ST2(10,2.0)",1.5%,1:3,4.5%,1%,72,36.11,-269.26,9730.74,-2.69,8.76,0.9,-3.74,95.01,-59.56,58.48
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,12,3.0,12,3.5,"ST1(12,3.0)+ST2(12,3.5)",1.5%,1:3,4.5%,1%,86,41.86,-269.69,9730.31,-2.7,9.31,0.92,-3.14,86.54,-67.7,81.75
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,12,3.5,12,3.0,"ST1(12,3.5)+ST2(12,3.0)",1.5%,1:3,4.5%,1%,86,41.86,-269.69,9730.31,-2.7,9.31,0.92,-3.14,86.54,-67.7,81.75
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,10,3.5,12,3.0,"ST1(10,3.5)+ST2(12,3.0)",1.5%,1:3,4.5%,1%,86,41.86,-270.95,9729.05,-2.71,9.32,0.92,-3.15,86.54,-67.73,80.08
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,12,3.0,10,3.5,"ST1(12,3.0)+ST2(10,3.5)",1.5%,1:3,4.5%,1%,86,41.86,-270.95,9729.05,-2.71,9.32,0.92,-3.15,86.54,-67.73,80.08
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,12,4.0,12,2.0,"ST1(12,4.0)+ST2(12,2.0)",1.5%,1:3,4.5%,1%,65,38.46,-271.15,9728.85,-2.71,10.19,0.9,-4.17,95.92,-66.73,52.77
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,12,2.0,12,4.0,"ST1(12,2.0)+ST2(12,4.0)",1.5%,1:3,4.5%,1%,65,38.46,-271.15,9728.85,-2.71,10.19,0.9,-4.17,95.92,-66.73,52.77
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,7,3.5,7,3.0,"ST1(7,3.5)+ST2(7,3.0)",1.5%,1:3,4.5%,1%,107,41.12,-272.43,9727.57,-2.72,14.39,0.95,-2.55,112.7,-83.04,76.89
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,7,3.0,7,3.5,"ST1(7,3.0)+ST2(7,3.5)",1.5%,1:3,4.5%,1%,107,41.12,-272.43,9727.57,-2.72,14.39,0.95,-2.55,112.7,-83.04,76.89
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,14,4.0,7,3.0,"ST1(14,4.0)+ST2(7,3.0)",1.5%,1:3,4.5%,1%,105,41.9,-273.28,9726.72,-2.73,13.56,0.95,-2.6,113.6,-86.42,74.92
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,7,3.0,14,4.0,"ST1(7,3.0)+ST2(14,4.0)",1.5%,1:3,4.5%,1%,105,41.9,-273.28,9726.72,-2.73,13.56,0.95,-2.6,113.6,-86.42,74.92
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,7,4.0,10,2.0,"ST1(7,4.0)+ST2(10,2.0)",1.5%,1:3,4.5%,1%,96,41.67,-273.33,9726.67,-2.73,10.91,0.94,-2.85,108.66,-82.5,66.2
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,10,2.0,7,4.0,"ST1(10,2.0)+ST2(7,4.0)",1.5%,1:3,4.5%,1%,96,41.67,-273.33,9726.67,-2.73,10.91,0.94,-2.85,108.66,-82.5,66.2
ETH/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,2.0,14,3.0,"ST1(7,2.0)+ST2(14,3.0)",1.5%,1:3,4.5%,1%,77,36.36,-273.85,9726.15,-2.74,9.0,0.92,-3.56,110.99,-69.01,66.14
ETH/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,14,3.0,7,2.0,"ST1(14,3.0)+ST2(7,2.0)",1.5%,1:3,4.5%,1%,77,36.36,-273.85,9726.15,-2.74,9.0,0.92,-3.56,110.99,-69.01,66.14
ETH/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,12,3.0,14,3.5,"ST1(12,3.0)+ST2(14,3.5)",1.5%,1:3,4.5%,1%,76,38.16,-274.82,9725.18,-2.75,10.36,0.92,-3.62,105.41,-70.89,62.84
ETH/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,14,3.5,12,3.0,"ST1(14,3.5)+ST2(12,3.0)",1.5%,1:3,4.5%,1%,76,38.16,-274.82,9725.18,-2.75,10.36,0.92,-3.62,105.41,-70.89,62.84
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,3.5,10,4.0,"ST1(7,3.5)+ST2(10,4.0)",1.5%,1:3,4.5%,1%,76,36.84,-274.86,9725.14,-2.75,10.74,0.91,-3.62,98.97,-63.46,69.21
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,10,4.0,7,3.5,"ST1(10,4.0)+ST2(7,3.5)",1.5%,1:3,4.5%,1%,76,36.84,-274.86,9725.14,-2.75,10.74,0.91,-3.62,98.97,-63.46,69.21
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,10,3.0,10,2.0,"ST1(10,3.0)+ST2(10,2.0)",1.5%,1:3,4.5%,1%,75,34.67,-279.65,9720.35,-2.8,8.39,0.91,-3.73,102.61,-60.16,61.58
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,10,2.0,10,3.0,"ST1(10,2.0)+ST2(10,3.0)",1.5%,1:3,4.5%,1%,75,34.67,-279.65,9720.35,-2.8,8.39,0.91,-3.73,102.61,-60.16,61.58
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,14,4.0,14,2.0,"ST1(14,4.0)+ST2(14,2.0)",1.5%,1:3,4.5%,1%,65,38.46,-291.5,9708.5,-2.91,10.31,0.89,-4.48,96.29,-67.47,53.05
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,14,2.0,14,4.0,"ST1(14,2.0)+ST2(14,4.0)",1.5%,1:3,4.5%,1%,65,38.46,-291.5,9708.5,-2.91,10.31,0.89,-4.48,96.29,-67.47,53.05
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,12,3.5,12,2.0,"ST1(12,3.5)+ST2(12,2.0)",1.5%,1:3,4.5%,1%,100,41.0,-295.08,9704.92,-2.95,14.56,0.94,-2.95,112.18,-82.96,69.3
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,12,2.0,12,3.5,"ST1(12,2.0)+ST2(12,3.5)",1.5%,1:3,4.5%,1%,100,41.0,-295.08,9704.92,-2.95,14.56,0.94,-2.95,112.18,-82.96,69.3
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,14,3.5,7,3.0,"ST1(14,3.5)+ST2(7,3.0)",1.5%,1:3,4.5%,1%,85,40.0,-295.56,9704.44,-2.96,8.69,0.91,-3.48,88.71,-64.93,81.96
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,7,3.0,12,3.5,"ST1(7,3.0)+ST2(12,3.5)",1.5%,1:3,4.5%,1%,85,40.0,-295.56,9704.44,-2.96,8.69,0.91,-3.48,88.71,-64.93,81.8
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,7,3.0,14,3.5,"ST1(7,3.0)+ST2(14,3.5)",1.5%,1:3,4.5%,1%,85,40.0,-295.56,9704.44,-2.96,8.69,0.91,-3.48,88.71,-64.93,81.96
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,12,3.5,7,3.0,"ST1(12,3.5)+ST2(7,3.0)",1.5%,1:3,4.5%,1%,85,40.0,-295.56,9704.44,-2.96,8.69,0.91,-3.48,88.71,-64.93,81.8
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,12,4.0,12,3.5,"ST1(12,4.0)+ST2(12,3.5)",1.5%,1:3,4.5%,1%,108,40.74,-296.59,9703.41,-2.97,14.18,0.95,-2.75,116.13,-84.47,77.2
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,14,3.5,12,4.0,"ST1(14,3.5)+ST2(12,4.0)",1.5%,1:3,4.5%,1%,108,40.74,-296.59,9703.41,-2.97,14.18,0.95,-2.75,116.13,-84.47,77.2
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,12,3.5,12,4.0,"ST1(12,3.5)+ST2(12,4.0)",1.5%,1:3,4.5%,1%,108,40.74,-296.59,9703.41,-2.97,14.18,0.95,-2.75,116.13,-84.47,77.2
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,12,4.0,14,3.5,"ST1(12,4.0)+ST2(14,3.5)",1.5%,1:3,4.5%,1%,108,40.74,-296.59,9703.41,-2.97,14.18,0.95,-2.75,116.13,-84.47,77.2
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,14,2.0,10,3.5,"ST1(14,2.0)+ST2(10,3.5)",1.5%,1:3,4.5%,1%,83,39.76,-297.49,9702.51,-2.97,10.23,0.91,-3.58,89.17,-64.8,72.4
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,10,3.5,14,2.0,"ST1(10,3.5)+ST2(14,2.0)",1.5%,1:3,4.5%,1%,83,39.76,-297.49,9702.51,-2.97,10.23,0.91,-3.58,89.17,-64.8,72.4
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,12,2.0,14,2.0,"ST1(12,2.0)+ST2(14,2.0)",1.5%,1:3,4.5%,1%,86,37.21,-298.92,9701.08,-2.99,11.74,0.91,-3.48,95.71,-62.25,83.79
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,14,2.0,12,2.0,"ST1(14,2.0)+ST2(12,2.0)",1.5%,1:3,4.5%,1%,86,37.21,-298.92,9701.08,-2.99,11.74,0.91,-3.48,95.71,-62.25,83.79
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,14,2.0,12,3.5,"ST1(14,2.0)+ST2(12,3.5)",1.5%,1:3,4.5%,1%,83,39.76,-299.4,9700.6,-2.99,10.25,0.91,-3.61,89.15,-64.83,73.65
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,12,3.5,14,2.0,"ST1(12,3.5)+ST2(14,2.0)",1.5%,1:3,4.5%,1%,83,39.76,-299.4,9700.6,-2.99,10.25,0.91,-3.61,89.15,-64.83,73.65
ETH/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,10,3.0,14,2.0,"ST1(10,3.0)+ST2(14,2.0)",1.5%,1:3,4.5%,1%,75,36.0,-301.91,9698.09,-3.02,10.54,0.91,-4.03,112.84,-69.76,61.23
ETH/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,14,2.0,10,3.0,"ST1(14,2.0)+ST2(10,3.0)",1.5%,1:3,4.5%,1%,75,36.0,-301.91,9698.09,-3.02,10.54,0.91,-4.03,112.84,-69.76,61.23
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,10,3.5,10,2.0,"ST1(10,3.5)+ST2(10,2.0)",1.5%,1:3,4.5%,1%,69,36.23,-302.71,9697.29,-3.03,10.48,0.89,-4.39,98.15,-62.65,54.58
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,10,2.0,10,3.5,"ST1(10,2.0)+ST2(10,3.5)",1.5%,1:3,4.5%,1%,69,36.23,-302.71,9697.29,-3.03,10.48,0.89,-4.39,98.15,-62.65,54.58
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,14,2.0,10,4.0,"ST1(14,2.0)+ST2(10,4.0)",1.5%,1:3,4.5%,1%,100,41.0,-307.09,9692.91,-3.07,14.14,0.94,-3.07,109.45,-81.26,69.54
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,10,4.0,14,2.0,"ST1(10,4.0)+ST2(14,2.0)",1.5%,1:3,4.5%,1%,100,41.0,-307.09,9692.91,-3.07,14.14,0.94,-3.07,109.45,-81.26,69.54
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,12,3.5,10,2.0,"ST1(12,3.5)+ST2(10,2.0)",1.5%,1:3,4.5%,1%,69,36.23,-309.1,9690.9,-3.09,10.7,0.89,-4.48,98.23,-62.84,54.86
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,10,2.0,12,3.5,"ST1(10,2.0)+ST2(12,3.5)",1.5%,1:3,4.5%,1%,69,36.23,-309.1,9690.9,-3.09,10.7,0.89,-4.48,98.23,-62.84,54.86
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,12,3.5,14,2.0,"ST1(12,3.5)+ST2(14,2.0)",1.5%,1:3,4.5%,1%,102,39.22,-315.32,9684.68,-3.15,14.56,0.94,-3.09,118.34,-81.43,69.09
